Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,
4,8.323,15.25,0.0256,0.0896,0.1578,FCC
3,8.508,13.42,0.0193,0.0697,0.0752,FCC
4,8.3845,13.765,0.0211,0.0745,0.1036,FCC
3,8.4565,13.345,0.0197,0.0694,0.075,FCC
4,8.33,16.34,0.0287,0.0977,0.1821,FCC
4,8.402,15.92,0.0274,0.0955,0.172,FCC
1,8.474,15.5,0.0254,0.0918,0.1597,FCC
4,8.4225,15.425,0.0256,0.0908,0.159,FCC
4,8.6075,13.595,0.0177,0.0665,0.0754,FCC
3,8.556,13.52,0.0177,0.0675,0.0752,FCC
3,8.5045,13.445,0.0184,0.0676,0.075,FCC
4,8.381,13.79,0.02,0.0715,0.1034,FCC
4,8.453,13.37,0.0187,0.0669,0.0748,FCC
4,8.2575,14.135,0.019,0.07,0.1239,FCC
4,8.3295,13.715,0.0191,0.0687,0.103,FCC
3,8.4015,13.295,0.0185,0.0653,0.0745,FCC
4,8.604,13.62,0.0163,0.065,0.0752,FCC
3,8.429,13.89,0.0194,0.0706,0.1036,FCC
2,8.501,13.47,0.0176,0.0653,0.0749,FCC
3,8.4495,13.395,0.0178,0.0641,0.0746,FCC
3,8.326,13.74,0.018,0.0647,0.1027,FCC
2,8.398,13.32,0.0174,0.0619,0.0743,FCC
4,8.4155,12.5,0.0324,0.1715,0.0931,FCC
1,7.5195,12.675,0.0443,0.1928,0.0901,BCC+FCC
4,7.8435,12.295,0.0336,0.1423,0.1183,FCC
1,8.0115,14.245,0.0487,0.1935,0.1368,BCC+FCC
1,8.08,13.85,0.0468,0.1909,0.1144,BCC+FCC
1,8.321,15.695,0.035,0.1246,0.1849,FCC
4,8.1735,16.56,0.0352,0.1241,0.2051,FCC
4,8.2455,16.14,0.0351,0.124,0.1957,FCC
1,8.3175,15.72,0.0342,0.1227,0.1847,FCC
1,8.25,15.05,0.0382,0.1404,0.181,FCC
4,8.242,16.165,0.0341,0.1216,0.1955,FCC
4,8.314,15.745,0.0333,0.1207,0.1844,FCC
2,8.3105,15.77,0.0325,0.1185,0.1842,FCC
1,8.043,15.61,0.0502,0.1693,0.1372,BCC+FCC
1,8.0635,15.115,0.0491,0.1666,0.1364,BCC+FCC
1,8.0495,14.34,0.0503,0.172,0.1306,BCC+FCC
1,8.143,15.42,0.0512,0.1655,0.1588,BCC+FCC
1,8.0005,16.43,0.0511,0.1712,0.1446,BCC+FCC
4,8.0315,14.94,0.0275,0.1073,0.1673,FCC
3,7.98,14.865,0.0241,0.1027,0.1662,FCC
4,7.822,14.93,0.0237,0.1003,0.1728,FCC
4,7.808,14.155,0.0253,0.1063,0.1624,FCC
4,8.134,12.365,0.0405,0.1568,0.1043,FCC
4,8.2425,15.12,0.0319,0.1048,0.1604,FCC
4,8.0675,15.39,0.0273,0.1022,0.1686,FCC
3,13.483,7.1,0.0416,0.7828,0.1551,BCC
4,8.2555,14.465,0.0331,0.1581,0.2127,FCC
4,8.204,14.39,0.0301,0.1554,0.2126,FCC
1,7.6765,14.985,0.035,0.1621,0.1776,FCC
4,7.9175,14.645,0.0287,0.1338,0.1608,FCC
4,8.1215,14.5,0.0316,0.1679,0.2402,FCC
1,8.506,14.955,0.0367,0.2038,0.2734,FCC
4,8.3825,15.3,0.0339,0.1993,0.2851,FCC
1,7.9415,14.945,0.0346,0.1417,0.1934,FCC
3,8.05,14.625,0.0305,0.1202,0.1694,FCC
4,7.7195,14.05,0.0325,0.1424,0.1882,FCC
3,11.9895,6.5,0.0363,0.3501,0.1341,BCC
2,9.5225,7.515,0.0447,0.4547,0.1579,BCC
3,9.2875,7.565,0.0414,0.4275,0.1614,BCC
3,9.0835,7.71,0.0435,0.4347,0.1685,BCC
4,9.778,7.165,0.038,0.4047,0.1371,BCC
3,9.297,6.71,0.0419,0.2993,0.174,BCC
3,9.4575,7.14,0.0468,0.4722,0.1351,BCC
3,7.703,7.32,0.0411,0.4199,0.1293,BCC
3,8.0415,7.345,0.0427,0.4426,0.1299,BCC
3,7.264,7.515,0.0428,0.3991,0.1355,BCC
3,7.6025,7.54,0.0446,0.4225,0.1362,BCC
3,7.029,7.565,0.0403,0.3692,0.147,BCC
3,6.825,7.71,0.0437,0.3738,0.1404,BCC
4,7.502,7.76,0.0473,0.4216,0.1422,BCC
2,9.833,6.95,0.0373,0.492,0.1388,BCC
4,8.547,7.085,0.0381,0.4527,0.1314,BCC
4,8.8855,7.11,0.0392,0.4742,0.1318,BCC
4,9.224,7.135,0.0403,0.4954,0.1321,BCC
2,8.717,7.095,0.0378,0.4443,0.1483,BCC
3,9.0555,7.12,0.0389,0.466,0.1485,BCC
4,9.7325,7.17,0.0414,0.5083,0.1487,BCC
3,9.2255,7.13,0.0386,0.4577,0.1616,BCC
2,8.108,7.28,0.042,0.4388,0.1391,BCC
4,8.785,7.33,0.0446,0.483,0.1401,BCC
3,9.1235,7.355,0.046,0.5046,0.1405,BCC
3,8.278,7.29,0.0416,0.4304,0.1566,BCC
3,7.669,7.475,0.0445,0.4193,0.1456,BCC
4,8.0075,7.5,0.0461,0.4423,0.1462,BCC
3,10.6325,6.91,0.0444,0.5094,0.1339,BCC
4,12.409,6.81,0.0399,0.534,0.128,BCC
3,12.579,6.82,0.0395,0.526,0.1281,BCC
4,7.947,6.87,0.0428,0.3917,0.1469,BCC
2,8.475,6.78,0.0373,0.3974,0.1461,BCC
4,8.4555,6.905,0.0436,0.4072,0.1533,BCC
2,7.542,6.91,0.0415,0.369,0.1418,BCC
3,8.0505,6.945,0.0423,0.385,0.149,BCC
4,7.6455,6.985,0.041,0.3621,0.1444,BCC
4,8.154,7.02,0.0418,0.3782,0.1503,BCC
2,8.682,6.93,0.0364,0.3854,0.1467,BCC
4,7.7685,6.935,0.0347,0.347,0.1386,BCC
3,7.749,7.06,0.0404,0.355,0.1461,BCC
3,8.277,6.97,0.0353,0.3633,0.1431,BCC
2,7.607,6.85,0.0435,0.4086,0.1264,BCC
3,7.9455,6.875,0.0446,0.4321,0.1262,BCC
3,9.8185,6.545,0.045,0.5664,0.115,BCC
1,7.955,13.33,0.0468,0.1652,0.0974,BCC+FCC
4,8.0965,13.98,0.0333,0.1272,0.0993,FCC
1,7.6775,13.955,0.0447,0.1671,0.1006,BCC+FCC
1,7.7305,14.2,0.0476,0.1702,0.1013,BCC+FCC
1,7.8475,14.86,0.0418,0.1507,0.1061,BCC+FCC
1,7.7785,14.3,0.0475,0.1694,0.1029,BCC+FCC
1,7.691,13.775,0.0477,0.1746,0.1005,BCC+FCC
1,7.744,14.02,0.0504,0.1778,0.1011,BCC+FCC
1,7.861,14.68,0.044,0.1594,0.106,BCC+FCC
1,7.633,13.385,0.0415,0.1653,0.0974,BCC+FCC
1,7.739,13.875,0.0481,0.1742,0.102,BCC+FCC
1,7.909,14.78,0.0432,0.1582,0.1074,BCC+FCC
1,7.681,13.485,0.0426,0.1654,0.0986,BCC+FCC
1,7.734,13.73,0.0458,0.1701,0.1014,BCC+FCC
1,7.6995,13.45,0.0487,0.1776,0.1002,BCC+FCC
2,7.7795,14.18,0.0323,0.1351,0.0976,FCC
1,7.8165,14.11,0.0431,0.1615,0.1038,BCC+FCC
1,7.9225,14.6,0.0458,0.1666,0.1074,BCC+FCC
1,7.782,13.83,0.0462,0.1698,0.1027,BCC+FCC
1,7.888,14.32,0.0495,0.1755,0.1058,BCC+FCC
1,7.883,14.175,0.0479,0.1724,0.106,BCC+FCC
1,7.7425,13.405,0.0473,0.1728,0.0998,BCC+FCC
1,7.655,12.88,0.0476,0.1738,0.0951,BCC+FCC
4,7.7695,13.89,0.0272,0.1224,0.0865,FCC
1,7.9125,14.31,0.0426,0.1603,0.106,BCC+FCC
1,7.4,14.58,0.0417,0.1678,0.1037,BCC+FCC
1,7.331,14.02,0.0459,0.1818,0.1006,BCC+FCC
1,7.2435,13.495,0.0465,0.1816,0.0978,BCC+FCC
1,7.5195,14.89,0.0514,0.1825,0.1042,BCC+FCC
1,7.432,14.365,0.0511,0.1865,0.1026,BCC+FCC
1,7.2915,13.595,0.0475,0.1823,0.0992,BCC+FCC
1,7.602,15.27,0.0483,0.1735,0.1077,BCC+FCC
1,7.4085,14.255,0.0422,0.17,0.1031,BCC+FCC
1,7.4615,14.5,0.046,0.175,0.105,BCC+FCC
1,7.374,13.975,0.0452,0.1767,0.1019,BCC+FCC
1,7.427,14.22,0.0486,0.1821,0.1035,BCC+FCC
1,7.3395,13.695,0.0485,0.1829,0.1006,BCC+FCC
1,7.2175,12.89,0.0499,0.186,0.0958,BCC+FCC
1,7.491,14.635,0.0409,0.1627,0.1054,BCC+FCC
1,7.5095,14.6,0.0468,0.1748,0.1063,BCC+FCC
1,7.6155,15.09,0.0512,0.1811,0.1075,BCC+FCC
1,7.3,13.27,0.0492,0.1822,0.0983,BCC+FCC
1,7.2655,12.99,0.0512,0.1872,0.0971,BCC+FCC
1,7.125,12.22,0.0447,0.1704,0.0889,BCC+FCC
1,7.178,12.465,0.0486,0.1821,0.0929,BCC+FCC
1,7.539,14.735,0.0416,0.1625,0.1065,BCC+FCC
1,7.592,14.98,0.0441,0.1666,0.1089,BCC+FCC
1,7.645,15.225,0.0459,0.1695,0.1103,BCC+FCC
1,7.5575,14.7,0.0473,0.1745,0.1076,BCC+FCC
1,7.47,14.175,0.0474,0.1772,0.1044,BCC+FCC
1,7.523,14.42,0.0505,0.1819,0.1063,BCC+FCC
1,7.3295,13.405,0.0449,0.1698,0.0969,BCC+FCC
1,7.3825,13.65,0.0477,0.1775,0.1005,BCC+FCC
1,7.4355,13.895,0.0506,0.1837,0.1032,BCC+FCC
1,7.295,13.125,0.0472,0.175,0.096,BCC+FCC
1,7.2075,12.6,0.0453,0.1692,0.0908,BCC+FCC
3,7.4625,14.38,0.0293,0.1363,0.095,FCC
1,7.7805,15.85,0.042,0.1611,0.1139,BCC+FCC
1,7.693,15.325,0.0454,0.1687,0.1116,BCC+FCC
1,7.5525,14.555,0.0452,0.1701,0.1066,BCC+FCC
1,7.571,14.52,0.051,0.1817,0.1076,BCC+FCC
1,7.29,12.98,0.0451,0.1668,0.0925,BCC+FCC
1,7.2555,12.7,0.0466,0.1711,0.0918,BCC+FCC
4,7.5105,14.48,0.0307,0.1368,0.0957,FCC
1,7.7225,15.46,0.0401,0.1564,0.1123,BCC+FCC
1,7.635,14.935,0.0423,0.1619,0.1086,BCC+FCC
1,7.566,14.375,0.0492,0.1773,0.1067,BCC+FCC
1,7.3725,13.36,0.044,0.1633,0.094,BCC+FCC
1,7.63,14.79,0.0404,0.1573,0.106,BCC+FCC
1,7.5425,14.265,0.0411,0.1594,0.101,BCC+FCC
1,7.3675,13.215,0.0422,0.1547,0.0887,BCC+FCC
1,7.386,13.18,0.0474,0.1698,0.0943,BCC+FCC
1,7.1755,15.45,0.0424,0.1725,0.1076,BCC+FCC
1,7.088,14.925,0.0411,0.1739,0.1052,BCC+FCC
1,7.194,15.415,0.0485,0.184,0.1058,BCC+FCC
1,7.0535,14.645,0.0447,0.18,0.1038,BCC+FCC
1,7.3295,16.04,0.0495,0.1791,0.1085,BCC+FCC
1,6.945,13.66,0.0496,0.1883,0.0995,BCC+FCC
1,7.237,15.37,0.0469,0.1795,0.109,BCC+FCC
1,7.391,15.96,0.0524,0.1857,0.1099,BCC+FCC
1,7.1445,14.7,0.0449,0.1751,0.106,BCC+FCC
1,7.11,14.42,0.0479,0.1809,0.1048,BCC+FCC
1,7.174,14.835,0.0399,0.1624,0.105,BCC+FCC
1,7.386,15.815,0.0505,0.1825,0.1122,BCC+FCC
1,7.439,16.06,0.052,0.1849,0.1117,BCC+FCC
1,7.1395,14.555,0.0432,0.1684,0.1042,BCC+FCC
1,7.2455,15.045,0.0483,0.1816,0.1092,BCC+FCC
1,7.2985,15.29,0.0515,0.1863,0.1103,BCC+FCC
1,7.3515,15.535,0.054,0.19,0.1105,BCC+FCC
1,7.211,14.765,0.0517,0.1879,0.1078,BCC+FCC
1,7.089,13.96,0.0534,0.1921,0.1036,BCC+FCC
1,7.1185,14.095,0.0494,0.1802,0.1034,BCC+FCC
1,7.031,13.57,0.0475,0.175,0.099,BCC+FCC
1,7.429,15.77,0.0488,0.1784,0.1144,BCC+FCC
1,7.2885,15,0.0475,0.1765,0.1093,BCC+FCC
1,7.1665,14.195,0.0505,0.1813,0.1045,BCC+FCC
1,7.1615,14.05,0.0484,0.1739,0.1017,BCC+FCC
1,6.882,15.76,0.0484,0.1902,0.1071,BCC+FCC
1,6.6885,14.745,0.0431,0.1723,0.1039,BCC+FCC
1,6.8475,15.48,0.0517,0.1961,0.1051,BCC+FCC
1,6.7365,14.845,0.0441,0.1739,0.1052,BCC+FCC
1,6.755,14.81,0.049,0.1877,0.1052,BCC+FCC
1,6.6145,14.04,0.0434,0.1696,0.1005,BCC+FCC
1,7.0125,16.24,0.0478,0.1839,0.1122,BCC+FCC
1,6.819,15.225,0.0427,0.1705,0.1076,BCC+FCC
1,6.872,15.47,0.0452,0.1786,0.1094,BCC+FCC
1,6.7315,14.7,0.0423,0.165,0.1038,BCC+FCC
1,6.75,14.665,0.047,0.1799,0.1052,BCC+FCC
1,6.6625,14.14,0.0446,0.1722,0.1017,BCC+FCC
1,6.92,15.57,0.0461,0.1794,0.1107,BCC+FCC
1,6.8855,15.29,0.049,0.1849,0.1094,BCC+FCC
1,6.9385,15.535,0.0519,0.1916,0.1103,BCC+FCC
1,6.745,14.52,0.0449,0.171,0.1039,BCC+FCC
1,6.851,15.01,0.0513,0.19,0.108,BCC+FCC
1,6.862,15.18,0.042,0.1639,0.1068,BCC+FCC
1,7.074,16.16,0.0526,0.1906,0.1135,BCC+FCC
1,6.8805,15.145,0.0472,0.178,0.1088,BCC+FCC
1,6.9335,15.39,0.05,0.1857,0.1107,BCC+FCC
1,6.846,14.865,0.0493,0.1829,0.1076,BCC+FCC
1,6.857,15.035,0.0404,0.155,0.1038,BCC+FCC
1,6.905,15.135,0.0413,0.1568,0.1046,BCC+FCC
1,7.011,15.625,0.0463,0.1744,0.1119,BCC+FCC
1,6.9765,15.345,0.0492,0.1801,0.111,BCC+FCC
1,6.889,14.82,0.0483,0.1764,0.1071,BCC+FCC
1,6.8015,14.295,0.0462,0.1692,0.1026,BCC+FCC
1,6.8545,14.54,0.0498,0.1806,0.1062,BCC+FCC
1,6.953,15.235,0.0422,0.1584,0.1054,BCC+FCC
1,7.006,15.48,0.0447,0.1676,0.1096,BCC+FCC
1,7.059,15.725,0.0472,0.1751,0.1129,BCC+FCC
1,6.464,15.615,0.0442,0.1762,0.1083,BCC+FCC
1,6.517,15.86,0.0471,0.1857,0.1088,BCC+FCC
1,6.4775,15.435,0.0469,0.1819,0.1082,BCC+FCC
1,6.385,14.765,0.042,0.1616,0.1045,BCC+FCC
1,6.4675,15.145,0.0427,0.1621,0.1066,BCC+FCC
1,6.55,15.525,0.0426,0.1613,0.1085,BCC+FCC
1,6.5685,15.49,0.0471,0.1768,0.1104,BCC+FCC
1,6.651,15.87,0.0465,0.1743,0.1125,BCC+FCC
1,6.6165,15.59,0.0483,0.1786,0.1115,BCC+FCC
1,6.747,16.07,0.0485,0.177,0.1145,BCC+FCC
1,7.9505,13.955,0.051,0.1735,0.1102,BCC+FCC
1,8.0295,14.36,0.0446,0.1623,0.1114,BCC+FCC
1,7.9405,13.665,0.0482,0.1683,0.1034,BCC+FCC
1,7.942,13.835,0.0489,0.1704,0.1068,BCC+FCC
1,7.9435,14.005,0.0495,0.1725,0.109,BCC+FCC
1,7.859,13.82,0.0542,0.1833,0.1068,BCC+FCC
1,7.8605,13.99,0.0549,0.1853,0.1058,BCC+FCC
1,8.0275,14.555,0.0445,0.1637,0.1122,BCC+FCC
1,8.024,14.58,0.044,0.1633,0.1116,BCC+FCC
1,7.9395,14.395,0.0494,0.1751,0.108,BCC+FCC
1,8.019,14.435,0.0428,0.1609,0.1097,BCC+FCC
1,7.9315,13.91,0.0467,0.1679,0.1053,BCC+FCC
1,7.7495,12.91,0.0488,0.171,0.0935,BCC+FCC
1,7.8135,15.35,0.0478,0.1696,0.1187,BCC+FCC
1,7.637,14.13,0.0547,0.1832,0.1096,BCC+FCC
1,7.6385,14.3,0.0555,0.1853,0.1118,BCC+FCC
1,7.5495,13.605,0.0566,0.1877,0.1046,BCC+FCC
1,7.5525,13.945,0.0584,0.1927,0.1093,BCC+FCC
1,7.7195,14.51,0.0502,0.174,0.111,BCC+FCC
1,7.7255,15.19,0.0529,0.1814,0.1138,BCC+FCC
1,7.635,14.325,0.0547,0.1845,0.1113,BCC+FCC
1,7.6395,14.835,0.057,0.1906,0.1099,BCC+FCC
1,7.5475,13.8,0.0565,0.189,0.1071,BCC+FCC
1,7.5505,14.14,0.0583,0.1939,0.1091,BCC+FCC
1,7.805,15.23,0.046,0.1675,0.1169,BCC+FCC
1,7.7205,15.045,0.0515,0.1793,0.1144,BCC+FCC
1,7.627,13.84,0.0515,0.176,0.1007,BCC+FCC
1,7.6285,14.01,0.0523,0.1786,0.1053,BCC+FCC
1,7.6315,14.35,0.0539,0.1835,0.1107,BCC+FCC
1,7.797,14.745,0.0438,0.1612,0.1077,BCC+FCC
1,7.7985,14.915,0.0443,0.1633,0.1117,BCC+FCC
1,7.8,15.085,0.0449,0.1653,0.1146,BCC+FCC
1,7.7095,14.22,0.0475,0.1675,0.1014,BCC+FCC
1,7.711,14.39,0.0482,0.17,0.1064,BCC+FCC
1,7.622,13.695,0.0499,0.1716,0.0944,BCC+FCC
1,7.536,13.34,0.0519,0.1768,0.0935,BCC+FCC
1,7.5375,13.51,0.0528,0.1801,0.099,BCC+FCC
1,7.7075,14.415,0.0474,0.1689,0.106,BCC+FCC
1,7.709,14.585,0.0481,0.1714,0.1096,BCC+FCC
1,7.7135,15.095,0.0501,0.178,0.113,BCC+FCC
2,7.715,15.265,0.0508,0.18,0.1115,BCC+FCC
1,7.448,13.18,0.0528,0.1818,0.097,BCC+FCC
1,7.704,14.44,0.0467,0.1677,0.1055,BCC+FCC
1,7.707,14.78,0.0481,0.1728,0.1114,BCC+FCC
1,7.7085,14.95,0.0487,0.1751,0.1125,BCC+FCC
1,7.618,14.085,0.0498,0.1744,0.104,BCC+FCC
1,7.443,13.035,0.0508,0.1754,0.0916,BCC+FCC
1,7.3585,12.85,0.0515,0.1809,0.0947,BCC+FCC
1,7.271,12.325,0.049,0.1755,0.0885,BCC+FCC
1,7.7895,15.16,0.0431,0.1633,0.1131,BCC+FCC
1,7.616,14.28,0.0498,0.1758,0.1066,BCC+FCC
1,7.783,14.845,0.0414,0.1574,0.1061,BCC+FCC
1,7.7,14.83,0.0466,0.1706,0.1103,BCC+FCC
1,7.608,13.795,0.0466,0.1641,0.093,BCC+FCC
1,7.35,12.73,0.048,0.1695,0.0892,BCC+FCC
1,7.5,15.525,0.053,0.1815,0.1195,BCC+FCC
1,7.503,15.865,0.0543,0.185,0.1195,BCC+FCC
1,7.4155,15.34,0.0576,0.1919,0.1172,BCC+FCC
1,7.498,15.72,0.0529,0.1828,0.1195,BCC+FCC
1,7.4995,15.89,0.0536,0.1846,0.1188,BCC+FCC
1,7.501,16.06,0.0543,0.1862,0.1167,BCC+FCC
1,7.4075,14.855,0.0544,0.1844,0.1127,BCC+FCC
1,7.4135,15.535,0.0575,0.1932,0.1152,BCC+FCC
1,7.49,15.235,0.0502,0.1759,0.114,BCC+FCC
1,7.4915,15.405,0.0509,0.1781,0.1168,BCC+FCC
1,7.496,15.915,0.0529,0.1841,0.1181,BCC+FCC
1,7.4975,16.085,0.0535,0.1858,0.1158,BCC+FCC
1,7.3195,14.695,0.0567,0.1919,0.1124,BCC+FCC
1,7.3225,15.035,0.0585,0.1971,0.1124,BCC+FCC
1,7.232,14.17,0.057,0.1936,0.1083,BCC+FCC
1,7.146,13.815,0.0571,0.1967,0.1059,BCC+FCC
1,7.5725,15.615,0.0452,0.1664,0.115,BCC+FCC
1,7.4895,15.6,0.0508,0.1794,0.1179,BCC+FCC
1,7.3975,14.565,0.0512,0.1762,0.1035,BCC+FCC
1,7.4035,15.245,0.0543,0.187,0.1153,BCC+FCC
1,7.2255,13.855,0.054,0.1846,0.1011,BCC+FCC
1,7.227,14.025,0.055,0.1882,0.1051,BCC+FCC
1,7.5675,15.47,0.0441,0.1632,0.1104,BCC+FCC
1,7.486,15.625,0.0501,0.1785,0.1173,BCC+FCC
1,7.489,15.965,0.0514,0.1828,0.1166,BCC+FCC
1,7.3955,14.76,0.0511,0.1776,0.1079,BCC+FCC
1,7.397,14.93,0.0519,0.1805,0.1114,BCC+FCC
1,7.3985,15.1,0.0527,0.1832,0.1136,BCC+FCC
1,7.4,15.27,0.0534,0.1858,0.1147,BCC+FCC
1,7.4015,15.44,0.0542,0.1883,0.1144,BCC+FCC
1,7.308,14.235,0.0521,0.1791,0.102,BCC+FCC
1,7.3125,14.745,0.0548,0.1888,0.1112,BCC+FCC
1,7.481,15.48,0.0487,0.1751,0.1153,BCC+FCC
1,7.484,15.82,0.0501,0.1799,0.117,BCC+FCC
1,7.4855,15.99,0.0507,0.182,0.1159,BCC+FCC
1,7.392,14.785,0.0503,0.1759,0.1075,BCC+FCC
1,7.395,15.125,0.0518,0.1818,0.1131,BCC+FCC
1,6.9605,12.84,0.0472,0.1759,0.0947,BCC+FCC
1,7.304,14.625,0.052,0.1819,0.1084,BCC+FCC
1,7.129,13.575,0.0502,0.177,0.0982,BCC+FCC
1,7.5555,15.375,0.0417,0.1569,0.1039,BCC+FCC
1,7.5585,15.715,0.0428,0.1625,0.1134,BCC+FCC
1,7.4695,15.02,0.0453,0.1636,0.1031,BCC+FCC
1,7.4755,15.7,0.048,0.1753,0.1156,BCC+FCC
1,7.388,15.175,0.0502,0.1787,0.112,BCC+FCC
1,7.178,15.58,0.054,0.1851,0.1157,BCC+FCC
1,7.0885,15.25,0.0551,0.1887,0.1136,BCC+FCC
1,7.257,15.985,0.0495,0.1759,0.1164,BCC+FCC
1,7.1755,16.14,0.0547,0.1902,0.119,BCC+FCC
1,7.088,15.615,0.056,0.193,0.1162,BCC+FCC
1,7.2535,16.01,0.0488,0.1746,0.116,BCC+FCC
1,7.1705,15.995,0.0531,0.1863,0.1183,BCC+FCC
1,7.08,15.13,0.0523,0.1812,0.1093,BCC+FCC
1,7.0815,15.3,0.0532,0.1847,0.1126,BCC+FCC
1,7.0845,15.64,0.055,0.1913,0.1156,BCC+FCC
1,7.1625,15.51,0.0499,0.1753,0.1103,BCC+FCC
1,7.0795,15.495,0.0532,0.1861,0.1142,BCC+FCC
1,7.081,15.665,0.0541,0.1894,0.1149,BCC+FCC
1,6.9905,14.8,0.0518,0.1807,0.1073,BCC+FCC
1,7.076,15.52,0.0522,0.1839,0.1136,BCC+FCC
1,8.1085,14.13,0.047,0.1816,0.1162,BCC+FCC
1,7.572,15.345,0.0535,0.197,0.1225,BCC+FCC
1,7.7315,13.815,0.0527,0.189,0.1382,BCC+FCC
1,7.658,15.395,0.0523,0.1879,0.1362,BCC+FCC
1,7.0745,12.205,0.0477,0.1809,0.1225,BCC+FCC
1,7.128,12.1,0.0464,0.1745,0.1074,BCC+FCC
1,7.157,12.585,0.0493,0.1812,0.1224,BCC+FCC
1,7.341,15.595,0.0547,0.1938,0.1364,BCC+FCC
1,6.9035,12.97,0.0471,0.1778,0.1152,BCC+FCC
1,7.336,15.45,0.0531,0.1897,0.1345,BCC+FCC
1,7.7395,15.63,0.0501,0.1781,0.1454,BCC+FCC
1,7.8955,15.76,0.0512,0.1743,0.1432,BCC+FCC
1,7.803,15.09,0.048,0.1709,0.1497,BCC+FCC
1,7.945,14.445,0.0498,0.1724,0.1356,BCC+FCC
1,8.092,13.945,0.0501,0.1736,0.1149,BCC+FCC
1,8.0275,14.825,0.0468,0.1643,0.1385,BCC+FCC
1,7.94,14.3,0.0477,0.1675,0.1372,BCC+FCC
1,7.468,14.03,0.0517,0.1886,0.1302,BCC+FCC
1,7.813,15.985,0.0516,0.1766,0.1327,BCC+FCC
1,7.638,14.935,0.0529,0.1839,0.1338,BCC+FCC
1,7.6975,13.91,0.0562,0.191,0.1129,BCC+FCC
1,7.3755,13.36,0.0451,0.1758,0.1316,BCC+FCC
1,7.808,15.84,0.0498,0.1731,0.1372,BCC+FCC
1,7.8815,15.59,0.0494,0.1728,0.1281,BCC+FCC
1,7.633,14.79,0.0506,0.1786,0.1367,BCC+FCC
1,7.95,15.195,0.0466,0.1687,0.1207,BCC+FCC
1,7.4135,15.805,0.0538,0.1881,0.1344,BCC+FCC
1,7.2385,14.755,0.0497,0.1854,0.1346,BCC+FCC
1,7.137,13.455,0.0468,0.1827,0.1223,BCC+FCC
1,7.657,16.46,0.0506,0.1777,0.1289,BCC+FCC
1,7.307,14.36,0.0512,0.1856,0.1268,BCC+FCC
1,7.2195,13.835,0.0482,0.181,0.125,BCC+FCC
1,7.638,15.54,0.051,0.1799,0.1219,BCC+FCC
1,7.302,14.215,0.0487,0.1782,0.1275,BCC+FCC
1,7.3755,13.965,0.0522,0.1853,0.116,BCC+FCC
1,7.7205,15.92,0.0466,0.1709,0.1249,BCC+FCC
1,7.633,15.395,0.0494,0.1763,0.1232,BCC+FCC
1,7.3845,14.595,0.0484,0.1744,0.1297,BCC+FCC
1,7.458,14.345,0.051,0.1803,0.1183,BCC+FCC
1,7.628,15.25,0.0477,0.1721,0.1233,BCC+FCC
1,7.467,14.975,0.0473,0.1696,0.1318,BCC+FCC
1,7.5405,14.725,0.049,0.1743,0.1204,BCC+FCC
1,7.453,14.2,0.049,0.174,0.1171,BCC+FCC
1,7.292,13.925,0.0437,0.1605,0.1257,BCC+FCC
1,7,14.85,0.0517,0.1927,0.126,BCC+FCC
1,6.9075,14.18,0.0445,0.1763,0.1263,BCC+FCC
1,7.4085,16.265,0.0506,0.1809,0.1261,BCC+FCC
1,7.0585,14.165,0.0484,0.1773,0.1167,BCC+FCC
1,6.664,14.13,0.0434,0.171,0.1161,BCC+FCC
1,6.829,14.89,0.0467,0.1716,0.1201,BCC+FCC
4,8.0085,12.555,0.0305,0.1195,0.0537,FCC
4,7.974,12.275,0.0331,0.1294,0.0547,FCC
4,7.9225,12.2,0.0309,0.1267,0.054,FCC
3,8.1425,13.01,0.0286,0.109,0.0532,FCC
4,8.108,12.73,0.0318,0.1207,0.0544,FCC
4,8.0565,12.655,0.0307,0.1192,0.0539,FCC
3,8.005,12.58,0.0292,0.1172,0.0534,FCC
3,8.1905,13.11,0.028,0.1081,0.0533,FCC
4,8.139,13.035,0.0276,0.1072,0.053,FCC
4,8.0875,12.96,0.0267,0.1057,0.0526,FCC
4,8.156,12.83,0.0314,0.12,0.0545,FCC
3,8.053,12.68,0.0296,0.117,0.0536,FCC
3,8.1215,12.55,0.0349,0.1307,0.0556,FCC
3,8.0185,12.4,0.0324,0.127,0.0546,FCC
4,7.967,12.325,0.0305,0.1243,0.054,FCC
3,7.9155,12.25,0.028,0.121,0.0533,FCC
4,7.9325,12.045,0.0331,0.133,0.0548,FCC
4,7.881,11.97,0.0306,0.1294,0.0541,FCC
3,8.2385,13.21,0.0271,0.107,0.0533,FCC
4,8.187,13.135,0.027,0.1064,0.0531,FCC
4,8.1355,13.06,0.0265,0.1052,0.0527,FCC
3,8.084,12.985,0.0255,0.1033,0.0523,FCC
1,8.204,12.93,0.0308,0.1192,0.0546,FCC
3,8.1525,12.855,0.0305,0.1183,0.0542,FCC
1,8.101,12.78,0.0297,0.1168,0.0538,FCC
2,7.998,12.63,0.0266,0.1118,0.0528,FCC
4,8.1695,12.65,0.0346,0.1301,0.0557,FCC
4,8.118,12.575,0.034,0.1288,0.0553,FCC
4,8.0665,12.5,0.0328,0.127,0.0548,FCC
3,8.015,12.425,0.0312,0.1246,0.0543,FCC
