Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,
3,1.7,4.7775,0.024,0.0803,0.0506,0.0974,0.3251,0.1329,FCC
4,1.55,4.665,0.0369,0.1613,0.0708,0.1798,0.3635,0.1265,FCC
4,1.6,4.6825,0.0351,0.1592,0.0706,0.1749,0.3699,0.133,FCC
4,1.55,4.69,0.0358,0.1597,0.0678,0.1799,0.3756,0.1278,FCC
3,1.6,4.7075,0.0336,0.1578,0.0676,0.175,0.3818,0.133,FCC
4,1.7,4.6865,0.0309,0.1354,0.1199,0.1023,0.3466,0.1388,FCC
1,1.75,4.687,0.0442,0.1959,0.1905,0.1073,0.3958,0.1325,BCC+FCC
4,1.8,4.7215,0.0272,0.1282,0.1193,0.0888,0.3584,0.145,FCC
4,1.7,4.7025,0.0326,0.1663,0.0555,0.1954,0.3273,0.1403,FCC
4,1.8,4.7125,0.0291,0.1602,0.0564,0.1819,0.335,0.1496,FCC
4,1.65,4.69,0.0385,0.2024,0.2034,0.2304,0.3076,0.1286,FCC
4,1.7,4.7075,0.0369,0.2007,0.2035,0.2246,0.3138,0.1326,FCC
4,1.75,4.6925,0.0323,0.1377,0.1031,0.1215,0.3139,0.132,FCC
3,1.75,4.7025,0.0269,0.1142,0.0838,0.1076,0.32,0.1385,FCC
4,1.7,4.71,0.0274,0.1162,0.0832,0.1142,0.3156,0.1322,FCC
3,1.75,4.7275,0.0256,0.1127,0.0829,0.108,0.3216,0.1353,FCC
4,1.9,4.545,0.0245,0.0953,0.0742,0.1683,0.2871,0.2105,FCC
4,1.75,4.6475,0.0261,0.0973,0.0666,0.1267,0.3103,0.1672,FCC
4,1.75,4.6675,0.0245,0.0919,0.0632,0.11,0.3124,0.1564,FCC
2,1.85,4.6575,0.0225,0.0865,0.0659,0.1196,0.3135,0.1759,FCC
4,1.8,4.545,0.0331,0.1175,0.0827,0.181,0.303,0.2258,FCC
3,1.8,4.665,0.024,0.0919,0.0661,0.1239,0.317,0.172,FCC
4,1.9,4.675,0.0202,0.0783,0.0653,0.1149,0.3203,0.1803,FCC
3,1.85,4.6825,0.0219,0.0855,0.0656,0.1202,0.3237,0.176,FCC
4,1.85,4.7025,0.0204,0.08,0.0621,0.0998,0.3258,0.1652,FCC
2,1.8,4.71,0.0213,0.0849,0.0615,0.1061,0.3269,0.1602,FCC
3,1.9,4.955,0.0257,0.1255,0.0964,0.0924,0.3358,0.1279,FCC
1,1.9,4.7025,0.0333,0.113,0.0809,0.1847,0.2541,0.1973,FCC
1,1.85,4.6775,0.0341,0.1163,0.0811,0.1837,0.2655,0.198,FCC
1,1.85,4.73,0.0315,0.1112,0.0773,0.1768,0.2673,0.1895,FCC
1,1.8,4.6525,0.0349,0.1193,0.0812,0.1817,0.2747,0.1984,FCC
1,1.9,4.6425,0.034,0.1149,0.0835,0.1904,0.2717,0.2142,FCC
1,1.9,4.695,0.0325,0.1117,0.0807,0.1843,0.2735,0.2061,FCC
1,1.9,4.7475,0.0301,0.1072,0.0769,0.1762,0.2753,0.1975,FCC
1,1.85,4.67,0.0332,0.115,0.0808,0.1832,0.2825,0.2061,FCC
1,1.85,4.7225,0.0308,0.1103,0.0771,0.1763,0.2846,0.1972,FCC
1,1.75,4.5675,0.0367,0.1253,0.0839,0.1797,0.2901,0.2142,FCC
1,1.95,4.8175,0.0259,0.0972,0.0719,0.1636,0.2847,0.195,FCC
1,1.9,4.635,0.0331,0.113,0.0832,0.1899,0.2878,0.2213,FCC
1,1.9,4.7925,0.0265,0.1005,0.072,0.1657,0.2941,0.1941,FCC
1,1.85,4.7675,0.0274,0.1036,0.0721,0.167,0.3014,0.193,FCC
4,1.9,4.6275,0.0321,0.1109,0.0828,0.1894,0.301,0.2266,FCC
1,1.9,4.785,0.0259,0.0995,0.0718,0.1654,0.3086,0.1982,FCC
1,1.85,4.655,0.0316,0.1122,0.0803,0.1821,0.3074,0.2165,FCC
1,1.85,4.76,0.0264,0.1027,0.0719,0.1666,0.3134,0.1966,FCC
3,1.85,4.6475,0.0307,0.1105,0.08,0.1816,0.3149,0.2194,FCC
4,1.95,4.865,0.0298,0.1442,0.0702,0.1198,0.2624,0.1361,FCC
3,1.9,4.8625,0.0387,0.1927,0.0775,0.1596,0.3144,0.1444,FCC
2,1.95,4.89,0.029,0.1433,0.0673,0.1193,0.2887,0.1438,FCC
4,1.9,4.8875,0.0389,0.1922,0.0739,0.159,0.3391,0.1492,FCC
2,1.95,4.915,0.028,0.1422,0.0639,0.1188,0.3126,0.1485,FCC
4,1.95,4.8825,0.0282,0.1422,0.0672,0.1195,0.3124,0.1502,FCC
4,1.9,4.8225,0.0362,0.1903,0.0804,0.1607,0.3391,0.1526,FCC
4,1.9,4.945,0.0391,0.192,0.0651,0.1574,0.3622,0.1496,FCC
4,1.95,4.9075,0.0273,0.1413,0.0638,0.119,0.3343,0.1527,FCC
4,2,4.8265,0.0282,0.1218,0.12,0.0292,0.2572,0.1373,FCC
4,2,4.8515,0.0275,0.1208,0.1197,0.0286,0.2812,0.145,FCC
3,2,4.819,0.0271,0.1203,0.1198,0.0291,0.2809,0.1466,FCC
3,2,4.8765,0.0265,0.1197,0.1191,0.0279,0.3028,0.1498,FCC
4,2,4.8115,0.026,0.1187,0.1196,0.029,0.3019,0.1532,FCC
4,2,4.828,0.0331,0.1547,0.1588,0.0356,0.3623,0.1567,FCC
2,2,4.869,0.0257,0.1184,0.119,0.0279,0.3217,0.154,FCC
4,2,4.804,0.025,0.1168,0.1194,0.0288,0.3207,0.1577,FCC
4,2,4.9265,0.0238,0.1171,0.1172,0.0264,0.3397,0.1524,FCC
4,2,4.894,0.0246,0.1173,0.1182,0.0272,0.3391,0.1545,FCC
3,2,4.8615,0.0248,0.117,0.1188,0.0278,0.3384,0.1565,FCC
2,2,4.9515,0.0221,0.1156,0.1158,0.0255,0.355,0.1509,FCC
3,2,4.8865,0.0238,0.116,0.118,0.0271,0.3536,0.1553,FCC
3,2,4.8215,0.0237,0.1143,0.1189,0.0282,0.3521,0.1595,FCC
4,1.9,4.79,0.0409,0.2148,0.0569,0.206,0.225,0.1287,FCC
4,1.9,4.7825,0.0397,0.2137,0.0565,0.2062,0.2509,0.1395,FCC
4,1.9,4.8075,0.0406,0.2134,0.0548,0.2055,0.2739,0.1455,FCC
3,1.95,4.8175,0.0304,0.157,0.0572,0.1554,0.2518,0.143,FCC
4,1.95,4.8425,0.0301,0.1563,0.0554,0.1549,0.2748,0.1485,FCC
2,1.95,4.9,0.0295,0.1555,0.0499,0.1536,0.2958,0.1496,FCC
4,1.9,4.825,0.0403,0.2119,0.0522,0.2051,0.312,0.1521,FCC
4,1.95,4.8675,0.0295,0.1555,0.0529,0.1543,0.2953,0.1514,FCC
3,1.95,4.835,0.0291,0.1551,0.0551,0.155,0.2947,0.1533,FCC
3,1.95,4.8925,0.0287,0.1546,0.0497,0.1538,0.3134,0.1523,FCC
4,1.9,4.94,0.0417,0.2115,0.0347,0.2018,0.3431,0.1443,FCC
4,1.9,4.9075,0.0416,0.2115,0.0408,0.2028,0.3422,0.1467,FCC
3,1.95,4.95,0.0269,0.1533,0.0409,0.1525,0.3301,0.1489,FCC
3,1.95,4.9175,0.0277,0.1536,0.0457,0.1533,0.3293,0.1512,FCC
3,1.95,4.885,0.028,0.1536,0.0495,0.154,0.3286,0.1533,FCC
3,1.95,4.8525,0.0279,0.1532,0.0524,0.1547,0.3278,0.1555,FCC
3,2,4.8975,0.0332,0.1906,0.2006,0.1779,0.276,0.1459,FCC
3,2,4.865,0.033,0.1907,0.2036,0.1787,0.2755,0.1478,FCC
2,2,4.9225,0.0323,0.1896,0.1975,0.1774,0.2958,0.1476,FCC
3,2,4.89,0.0325,0.1899,0.2007,0.1781,0.2952,0.1496,FCC
3,2,4.8575,0.0322,0.1899,0.2037,0.1789,0.2946,0.1516,FCC
4,2,4.825,0.0314,0.1896,0.2066,0.1796,0.294,0.1535,FCC
2,2,4.915,0.0317,0.189,0.1976,0.1776,0.3126,0.1494,FCC
3,2,4.8825,0.0318,0.1892,0.2008,0.1783,0.3119,0.1516,FCC
4,2,4.755,0.0353,0.148,0.1173,0.0768,0.1867,0.0986,FCC
4,2,4.78,0.0359,0.1478,0.1182,0.0761,0.217,0.1148,FCC
4,2,4.7475,0.034,0.146,0.1169,0.077,0.2165,0.1163,FCC
4,2,4.79,0.0313,0.1277,0.103,0.0657,0.2009,0.1138,FCC
3,2,4.805,0.0361,0.1475,0.1188,0.0754,0.2429,0.1256,FCC
4,2,4.7725,0.0347,0.146,0.1179,0.0763,0.2424,0.1272,FCC
4,2,4.7825,0.0302,0.1259,0.1028,0.0658,0.2291,0.1279,FCC
3,2,4.83,0.0362,0.1471,0.1191,0.0747,0.2656,0.1325,FCC
3,2,4.7975,0.0351,0.1458,0.1185,0.0756,0.265,0.1343,FCC
4,2,4.84,0.0307,0.1264,0.1032,0.0645,0.2544,0.1347,FCC
3,2,4.7225,0.0359,0.1586,0.129,0.0849,0.2733,0.1353,FCC
3,2,4.765,0.0335,0.144,0.1176,0.0765,0.2645,0.1361,FCC
4,2,4.69,0.0349,0.1554,0.127,0.0859,0.2726,0.1371,FCC
4,2,4.845,0.0418,0.1647,0.133,0.0808,0.2932,0.1323,FCC
4,2,4.8225,0.0352,0.1455,0.1188,0.0749,0.2849,0.1384,FCC
3,2,4.865,0.0301,0.1255,0.1028,0.0638,0.2762,0.1399,FCC
3,2,4.7475,0.0368,0.159,0.1303,0.0841,0.2909,0.1386,FCC
4,2,4.8325,0.0298,0.1248,0.103,0.0646,0.2757,0.1417,FCC
4,2,4.875,0.0242,0.0997,0.083,0.0484,0.2655,0.1427,FCC
4,2,4.715,0.0354,0.1561,0.1287,0.0852,0.2901,0.1406,FCC
3,2,4.7575,0.0323,0.1418,0.1173,0.0767,0.2835,0.1422,FCC
4,2,4.8425,0.0244,0.0995,0.0837,0.049,0.265,0.1443,FCC
4,2,4.725,0.0301,0.1392,0.116,0.0776,0.2829,0.1441,FCC
4,2,4.88,0.0354,0.1459,0.1188,0.0731,0.3029,0.1379,FCC
2,2,4.89,0.0291,0.1245,0.1021,0.0631,0.2955,0.1425,FCC
2,2,4.8575,0.0292,0.1241,0.1026,0.064,0.2949,0.1445,FCC
3,2,4.9,0.0228,0.0982,0.0817,0.0478,0.2866,0.1463,FCC
4,2,4.7825,0.0329,0.1419,0.118,0.076,0.3007,0.1442,FCC
3,2,4.825,0.0288,0.1231,0.1027,0.0647,0.2942,0.1464,FCC
4,2,4.8675,0.0233,0.0983,0.0828,0.0485,0.286,0.1482,FCC
3,2,4.835,0.0234,0.0977,0.0835,0.049,0.2855,0.15,FCC
2,2,4.905,0.0347,0.1452,0.1182,0.0723,0.318,0.1373,FCC
2,2,4.8725,0.0347,0.1446,0.1186,0.0733,0.3171,0.1396,FCC
4,2,4.915,0.0279,0.1234,0.1011,0.0624,0.3124,0.1428,FCC
2,2,4.84,0.0343,0.1434,0.1186,0.0743,0.3162,0.1419,FCC
2,2,4.8825,0.0284,0.1232,0.1019,0.0633,0.3117,0.145,FCC
2,2,4.925,0.0211,0.0966,0.08,0.0472,0.3053,0.1477,FCC
2,2,4.85,0.0284,0.1225,0.1024,0.0641,0.3109,0.1471,FCC
3,2,4.8925,0.0221,0.0969,0.0815,0.0479,0.3047,0.1497,FCC
3,2,4.775,0.0319,0.1397,0.1177,0.0762,0.3144,0.1463,FCC
3,2,4.86,0.0225,0.0966,0.0826,0.0485,0.304,0.1517,FCC
4,2,4.7425,0.0299,0.137,0.1167,0.0771,0.3134,0.1485,FCC
4,2,4.8275,0.0225,0.0957,0.0832,0.049,0.3034,0.1536,FCC
2,2,4.8975,0.0341,0.1439,0.118,0.0725,0.3294,0.1372,FCC
3,2,4.865,0.034,0.143,0.1184,0.0736,0.3284,0.1396,FCC
4,2,4.875,0.0277,0.1217,0.1017,0.0634,0.3252,0.1458,FCC
4,2,4.9175,0.0205,0.0953,0.0798,0.0473,0.321,0.1492,FCC
4,2,4.8,0.0323,0.1398,0.1181,0.0755,0.3263,0.1444,FCC
4,2,4.885,0.0214,0.0954,0.0813,0.0479,0.3202,0.1514,FCC
4,2,4.7675,0.0308,0.1374,0.1174,0.0764,0.3252,0.1468,FCC
3,2,4.81,0.0269,0.1191,0.1022,0.065,0.3234,0.1503,FCC
2,2,4.6525,0.0278,0.0962,0.0739,0.1569,0.1151,0.1276,FCC
4,2,4.515,0.0216,0.0908,0.0691,0.1767,0.1143,0.1376,FCC
4,2,4.5675,0.0241,0.0929,0.0711,0.1675,0.1147,0.1329,FCC
1,2,4.71,0.0292,0.0977,0.0758,0.1582,0.1611,0.152,FCC
3,2,4.4875,0.0213,0.0886,0.07,0.1848,0.1588,0.1695,FCC
4,2,4.455,0.0193,0.0808,0.0649,0.1834,0.1584,0.1692,FCC
3,2,4.56,0.0224,0.0888,0.0705,0.1671,0.1597,0.1588,FCC
4,2,4.6125,0.0242,0.0898,0.0713,0.1558,0.1602,0.1525,FCC
4,2,4.5125,0.0224,0.0902,0.0734,0.1857,0.1931,0.1897,FCC
4,2,4.565,0.0246,0.0929,0.0749,0.1782,0.194,0.1838,FCC
4,2,4.585,0.0237,0.0896,0.0729,0.1678,0.1944,0.1777,FCC
4,2,4.815,0.0228,0.0754,0.0634,0.0753,0.197,0.1357,FCC
4,2,4.705,0.0296,0.1003,0.0803,0.1825,0.2701,0.2144,FCC
4,2,4.7125,0.0256,0.0896,0.0748,0.1578,0.2712,0.2002,FCC
3,2,4.8575,0.0193,0.0697,0.0601,0.0752,0.2751,0.1619,FCC
4,2,4.7725,0.0211,0.0745,0.0658,0.1036,0.2734,0.1745,FCC
3,2,4.825,0.0197,0.0694,0.0615,0.075,0.2746,0.1634,FCC
4,2,4.6975,0.0287,0.0977,0.08,0.1821,0.2884,0.2205,FCC
4,2,4.75,0.0274,0.0955,0.077,0.172,0.2901,0.2116,FCC
1,2,4.8025,0.0254,0.0918,0.073,0.1597,0.2918,0.2022,FCC
4,2,4.77,0.0256,0.0908,0.074,0.159,0.2911,0.2035,FCC
4,2,4.915,0.0177,0.0665,0.0552,0.0754,0.2959,0.163,FCC
3,2,4.8825,0.0177,0.0675,0.0579,0.0752,0.2953,0.1647,FCC
3,2,4.85,0.0184,0.0676,0.0599,0.075,0.2948,0.1664,FCC
4,2,4.765,0.02,0.0715,0.0654,0.1034,0.2927,0.1796,FCC
4,2,4.8175,0.0187,0.0669,0.0612,0.0748,0.2942,0.1681,FCC
4,2,4.68,0.019,0.07,0.0676,0.1239,0.2905,0.1916,FCC
4,2,4.7325,0.0191,0.0687,0.0654,0.103,0.2921,0.1811,FCC
3,2,4.785,0.0185,0.0653,0.062,0.0745,0.2936,0.1698,FCC
4,2,4.9075,0.0163,0.065,0.055,0.0752,0.3132,0.1656,FCC
3,2,4.79,0.0194,0.0706,0.0646,0.1036,0.3101,0.1813,FCC
2,2,4.8425,0.0176,0.0653,0.0596,0.0749,0.3119,0.1693,FCC
3,2,4.81,0.0178,0.0641,0.0609,0.0746,0.3112,0.1711,FCC
3,2,4.725,0.018,0.0647,0.065,0.1027,0.3086,0.1845,FCC
2,2,4.7775,0.0174,0.0619,0.0616,0.0743,0.3105,0.1729,FCC
4,2,4.8375,0.0324,0.1715,0.0766,0.0931,0.2883,0.1481,FCC
1,2,4.621,0.0443,0.1928,0.2097,0.0901,0.4366,0.174,BCC+FCC
4,2,4.615,0.0336,0.1423,0.1242,0.1183,0.3111,0.1614,FCC
1,2,4.8245,0.0487,0.1935,0.1943,0.1368,0.3977,0.1846,BCC+FCC
1,2,4.8695,0.0468,0.1909,0.1932,0.1144,0.4111,0.1719,BCC+FCC
1,2,4.755,0.035,0.1246,0.098,0.1849,0.2613,0.1982,FCC
4,2,4.6425,0.0352,0.1241,0.1007,0.2051,0.2771,0.2221,FCC
4,2,4.695,0.0351,0.124,0.0996,0.1957,0.2789,0.2137,FCC
1,2,4.7475,0.0342,0.1227,0.0978,0.1847,0.2807,0.2049,FCC
1,2,4.7575,0.0382,0.1404,0.1126,0.181,0.2895,0.1949,FCC
4,2,4.6875,0.0341,0.1216,0.0993,0.1955,0.2952,0.219,FCC
4,2,4.74,0.0333,0.1207,0.0976,0.1844,0.2973,0.2097,FCC
2,2,4.7325,0.0325,0.1185,0.0973,0.1842,0.3111,0.2131,FCC
1,1.4,4.44,0.0502,0.1693,0.0937,0.1372,0.3403,0.2014,BCC+FCC
1,1.4,4.46,0.0491,0.1666,0.0922,0.1364,0.34,0.1968,BCC+FCC
1,1.35,4.48,0.0503,0.172,0.0941,0.1306,0.3523,0.2033,BCC+FCC
1,1.5,4.555,0.0512,0.1655,0.0971,0.1588,0.3051,0.1926,BCC+FCC
1,1.45,4.425,0.0511,0.1712,0.0964,0.1446,0.324,0.2043,BCC+FCC
4,1.95,4.575,0.0275,0.1073,0.0757,0.1673,0.092,0.1096,FCC
3,1.95,4.5425,0.0241,0.1027,0.0719,0.1662,0.0921,0.108,FCC
4,1.9,4.4575,0.0237,0.1003,0.0655,0.1728,0.1241,0.1184,FCC
4,1.85,4.4775,0.0253,0.1063,0.0673,0.1624,0.1431,0.1262,FCC
4,1.9,4.745,0.0405,0.1568,0.119,0.1043,0.1967,0.0787,FCC
4,1.95,4.6675,0.0319,0.1048,0.0759,0.1604,0.0966,0.1016,FCC
4,1.95,4.55,0.0273,0.1022,0.0719,0.1686,0.0957,0.1055,FCC
3,1.75,4.1575,0.0416,0.7828,0.2339,0.1551,0.3631,0.0643,BCC
4,1.95,4.6325,0.0331,0.1581,0.0897,0.2127,0.1137,0.0898,FCC
4,1.95,4.6,0.0301,0.1554,0.0889,0.2126,0.1139,0.0886,FCC
1,2,4.5255,0.035,0.1621,0.1551,0.1776,0.2314,0.1596,FCC
4,2,4.5865,0.0287,0.1338,0.1218,0.1608,0.163,0.1278,FCC
4,1.95,4.585,0.0316,0.1679,0.0704,0.2402,0.1129,0.1195,FCC
1,2,4.5625,0.0367,0.2038,0.2306,0.2734,0.0411,0.1041,FCC
4,2,4.4775,0.0339,0.1993,0.2353,0.2851,0.0401,0.1071,FCC
1,2,4.5875,0.0346,0.1417,0.1074,0.1934,0.1228,0.123,FCC
3,2,4.6175,0.0305,0.1202,0.0912,0.1694,0.0893,0.1046,FCC
4,2,4.5,0.0325,0.1424,0.1078,0.1882,0.147,0.1251,FCC
3,1.5,4.388,0.0363,0.3501,0.3463,0.1341,0.4476,0.1114,BCC
2,1.65,4.1625,0.0447,0.4547,0.3675,0.1579,0.5887,0.0572,BCC
3,1.6,4.1825,0.0414,0.4275,0.3656,0.1614,0.5783,0.0571,BCC
3,1.65,4.184,0.0435,0.4347,0.3909,0.1685,0.5974,0.0579,BCC
4,1.5,4.1945,0.038,0.4047,0.3079,0.1371,0.6547,0.0751,BCC
3,1.45,4.415,0.0419,0.2993,0.4046,0.174,0.5355,0.117,BCC
3,1.55,4.195,0.0468,0.4722,0.2897,0.1351,0.4525,0.06,BCC
3,1.95,4.109,0.0411,0.4199,0.4395,0.1293,0.2243,0.0331,BCC
3,1.95,4.1015,0.0427,0.4426,0.4454,0.1299,0.2199,0.0339,BCC
3,1.95,4.1305,0.0428,0.3991,0.4402,0.1355,0.2219,0.031,BCC
3,1.95,4.123,0.0446,0.4225,0.4536,0.1362,0.2186,0.0323,BCC
3,1.9,4.1505,0.0403,0.3692,0.4135,0.147,0.2617,0.0301,BCC
3,1.95,4.152,0.0437,0.3738,0.4298,0.1404,0.2185,0.0286,BCC
4,1.95,4.137,0.0473,0.4216,0.4676,0.1422,0.2126,0.0314,BCC
2,2,4.066,0.0373,0.492,0.4367,0.1388,0.4773,0.0587,BCC
4,2,4.085,0.0381,0.4527,0.4648,0.1314,0.4127,0.0493,BCC
4,2,4.0775,0.0392,0.4742,0.4583,0.1318,0.4022,0.0492,BCC
4,2,4.07,0.0403,0.4954,0.449,0.1321,0.3912,0.0488,BCC
2,2,4.1025,0.0378,0.4443,0.4859,0.1483,0.5108,0.0596,BCC
3,2,4.095,0.0389,0.466,0.4766,0.1485,0.4976,0.0593,BCC
4,2,4.08,0.0414,0.5083,0.4514,0.1487,0.4707,0.0576,BCC
3,2,4.1125,0.0386,0.4577,0.4921,0.1616,0.5493,0.0675,BCC
2,2,4.1065,0.042,0.4388,0.4822,0.1391,0.417,0.0483,BCC
4,2,4.0915,0.0446,0.483,0.4728,0.1401,0.3961,0.0483,BCC
3,2,4.084,0.046,0.5046,0.4636,0.1405,0.3849,0.0478,BCC
3,2,4.124,0.0416,0.4304,0.5067,0.1566,0.5174,0.059,BCC
3,2,4.128,0.0445,0.4193,0.495,0.1456,0.421,0.0472,BCC
4,2,4.1205,0.0461,0.4423,0.4964,0.1462,0.4111,0.0476,BCC
3,1.6,4.1525,0.0444,0.5094,0.3175,0.1339,0.6226,0.0654,BCC
4,1.75,4.145,0.0399,0.534,0.2945,0.128,0.3521,0.0597,BCC
3,1.75,4.1625,0.0395,0.526,0.2996,0.1281,0.3425,0.0618,BCC
4,1.75,4.195,0.0428,0.3917,0.3855,0.1469,0.4379,0.0755,BCC
2,1.75,4.1925,0.0373,0.3974,0.4214,0.1461,0.4585,0.0786,BCC
4,1.75,4.205,0.0436,0.4072,0.4238,0.1533,0.4315,0.0788,BCC
2,1.7,4.1975,0.0415,0.369,0.309,0.1418,0.4094,0.0694,BCC
3,1.7,4.2075,0.0423,0.385,0.3787,0.149,0.4125,0.0737,BCC
4,1.65,4.21,0.041,0.3621,0.3045,0.1444,0.3851,0.0677,BCC
4,1.65,4.22,0.0418,0.3782,0.3715,0.1503,0.3861,0.0715,BCC
2,1.65,4.2175,0.0364,0.3854,0.4044,0.1467,0.4058,0.0746,BCC
4,1.6,4.21,0.0347,0.347,0.2972,0.1386,0.3825,0.0646,BCC
3,1.6,4.2225,0.0404,0.355,0.2996,0.1461,0.3595,0.0657,BCC
3,1.6,4.22,0.0353,0.3633,0.3617,0.1431,0.3859,0.0691,BCC
2,1.75,4.16,0.0435,0.4086,0.2785,0.1264,0.3782,0.0625,BCC
3,1.75,4.1525,0.0446,0.4321,0.3063,0.1262,0.3622,0.061,BCC
3,2,4.0675,0.045,0.5664,0.4006,0.115,0.4687,0.0714,BCC
1,1.45,4.574,0.0468,0.1652,0.1745,0.0974,0.3975,0.1827,BCC+FCC
4,1.7,4.634,0.0333,0.1272,0.1675,0.0993,0.361,0.1542,FCC
1,1.6,4.5555,0.0447,0.1671,0.2313,0.1006,0.401,0.1658,BCC+FCC
1,1.55,4.563,0.0476,0.1702,0.2324,0.1013,0.4134,0.1659,BCC+FCC
1,1.65,4.588,0.0418,0.1507,0.2296,0.1061,0.3749,0.135,BCC+FCC
1,1.55,4.588,0.0475,0.1694,0.233,0.1029,0.4309,0.1744,BCC+FCC
1,1.55,4.5805,0.0477,0.1746,0.2336,0.1005,0.4373,0.1917,BCC+FCC
1,1.5,4.588,0.0504,0.1778,0.2346,0.1011,0.4502,0.191,BCC+FCC
1,1.6,4.613,0.044,0.1594,0.2317,0.106,0.4201,0.1615,BCC+FCC
1,1.65,4.5905,0.0415,0.1653,0.232,0.0974,0.43,0.2007,BCC+FCC
1,1.55,4.6055,0.0481,0.1742,0.2344,0.102,0.4564,0.1986,BCC+FCC
1,1.6,4.638,0.0432,0.1582,0.2319,0.1074,0.4319,0.1646,BCC+FCC
1,1.65,4.6155,0.0426,0.1654,0.233,0.0986,0.4499,0.2069,BCC+FCC
1,1.6,4.623,0.0458,0.1701,0.2341,0.1014,0.4626,0.2053,BCC+FCC
1,1.55,4.623,0.0487,0.1776,0.2356,0.1002,0.4778,0.2204,BCC+FCC
2,1.85,4.633,0.0323,0.1351,0.2282,0.0976,0.3878,0.1607,FCC
1,1.65,4.648,0.0431,0.1615,0.233,0.1038,0.4593,0.1918,BCC+FCC
1,1.55,4.663,0.0458,0.1666,0.2339,0.1074,0.4749,0.1851,BCC+FCC
1,1.6,4.648,0.0462,0.1698,0.2347,0.1027,0.4805,0.2086,BCC+FCC
1,1.5,4.663,0.0495,0.1755,0.2358,0.1058,0.5011,0.2028,BCC+FCC
1,1.55,4.6805,0.0479,0.1724,0.2356,0.106,0.507,0.2068,BCC+FCC
1,1.6,4.6655,0.0473,0.1728,0.2361,0.0998,0.5033,0.2289,BCC+FCC
1,1.6,4.658,0.0476,0.1738,0.2365,0.0951,0.5019,0.2456,BCC+FCC
4,1.95,4.668,0.0272,0.1224,0.2277,0.0865,0.4002,0.1712,FCC
1,1.65,4.698,0.0426,0.1603,0.2335,0.106,0.4866,0.1925,BCC+FCC
1,1.75,4.537,0.0417,0.1678,0.2778,0.1037,0.4005,0.1471,BCC+FCC
1,1.65,4.537,0.0459,0.1818,0.2796,0.1006,0.4365,0.1811,BCC+FCC
1,1.65,4.5295,0.0465,0.1816,0.2784,0.0978,0.4335,0.1942,BCC+FCC
1,1.6,4.577,0.0514,0.1825,0.2824,0.1042,0.46,0.1725,BCC+FCC
1,1.6,4.5695,0.0511,0.1865,0.2824,0.1026,0.4691,0.1905,BCC+FCC
1,1.65,4.5545,0.0475,0.1823,0.2801,0.0992,0.4552,0.2057,BCC+FCC
1,1.65,4.602,0.0483,0.1735,0.2816,0.1077,0.4449,0.1584,BCC+FCC
1,1.75,4.5795,0.0422,0.17,0.2797,0.1031,0.4453,0.1834,BCC+FCC
1,1.7,4.587,0.046,0.175,0.281,0.105,0.4562,0.1818,BCC+FCC
1,1.7,4.5795,0.0452,0.1767,0.2807,0.1019,0.4626,0.1994,BCC+FCC
1,1.65,4.587,0.0486,0.1821,0.2821,0.1035,0.4752,0.1983,BCC+FCC
1,1.65,4.5795,0.0485,0.1829,0.2816,0.1006,0.4762,0.2142,BCC+FCC
1,1.6,4.572,0.0499,0.186,0.2811,0.0958,0.4782,0.2405,BCC+FCC
1,1.8,4.6045,0.0409,0.1627,0.2796,0.1054,0.4381,0.1708,BCC+FCC
1,1.7,4.612,0.0468,0.1748,0.2819,0.1063,0.472,0.1863,BCC+FCC
1,1.6,4.627,0.0512,0.1811,0.2835,0.1075,0.4876,0.1805,BCC+FCC
1,1.65,4.597,0.0492,0.1822,0.2821,0.0983,0.4929,0.2352,BCC+FCC
1,1.6,4.597,0.0512,0.1872,0.2828,0.0971,0.5009,0.2482,BCC+FCC
1,1.65,4.582,0.0447,0.1704,0.2787,0.0889,0.4722,0.26,BCC+FCC
1,1.6,4.5895,0.0486,0.1821,0.2812,0.0929,0.4896,0.2604,BCC+FCC
1,1.8,4.6295,0.0416,0.1625,0.2804,0.1065,0.4511,0.1736,BCC+FCC
1,1.75,4.637,0.0441,0.1666,0.2812,0.1089,0.4565,0.1699,BCC+FCC
1,1.7,4.6445,0.0459,0.1695,0.2818,0.1103,0.4599,0.1659,BCC+FCC
1,1.7,4.637,0.0473,0.1745,0.2825,0.1076,0.4864,0.1887,BCC+FCC
1,1.7,4.6295,0.0474,0.1772,0.2828,0.1044,0.4991,0.2085,BCC+FCC
1,1.65,4.637,0.0505,0.1819,0.2839,0.1063,0.5098,0.2059,BCC+FCC
1,1.75,4.6145,0.0449,0.1698,0.2809,0.0969,0.4885,0.2277,BCC+FCC
1,1.7,4.622,0.0477,0.1775,0.2826,0.1005,0.5024,0.226,BCC+FCC
1,1.65,4.6295,0.0506,0.1837,0.2839,0.1032,0.5156,0.224,BCC+FCC
1,1.7,4.6145,0.0472,0.175,0.2817,0.096,0.499,0.2416,BCC+FCC
1,1.7,4.607,0.0453,0.1692,0.2803,0.0908,0.4906,0.2555,BCC+FCC
3,2,4.632,0.0293,0.1363,0.2767,0.095,0.4137,0.1664,FCC
1,1.7,4.677,0.042,0.1611,0.2805,0.1139,0.4068,0.1366,BCC+FCC
